id,team,team_name,position,now_cost,bonus_scaled,expected_goal_involvements_scaled,fixture_score,form_scaled,ict_index_scaled,individual_captain_ceiling,minutes_security,minutes_security_scaled,next_fixture_score,points_per_game_scaled,team_attack_score,team_defence_score,xgi_per_90_scaled,snapshot_gameweek,snapshot_saved_utc
18,1,Arsenal,midfielder,64,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
19,1,Arsenal,midfielder,55,0,0.011904761904761906,0,0.15789473684210525,0.037267081,0.11662441288611458,0.16296296296296298,0.16296296296296298,0,0.15789473684210525,0,0,0.040050858232676415,2,2026-08-28T20:09:31.803525+00:00
20,1,Arsenal,midfielder,54,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
22,1,Arsenal,midfielder,55,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
23,1,Arsenal,midfielder,55,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
24,1,Arsenal,midfielder,55,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
25,1,Arsenal,forward,74,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
26,1,Arsenal,forward,75,0,0.17261904761904762,0,0.42105263157894735,0.4658385093167701,0.36803827370188924,0.6666666666666666,0.6666666666666666,0,0.42105263157894735,0,0,0.14195804195804196,2,2026-08-28T20:09:31.803525+00:00
27,1,Arsenal,forward,60,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
31,1,Arsenal,defender,45,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
452,1,Arsenal,midfielder,69,0,0,0,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
557,1,Arsenal,midfielder,65,0,0.19642857142857145,0,0.42105263157894735,0.5403726708074533,0.382908162,0.5555555555555556,0.5555555555555556,0,0.42105263157894735,0,0,0.19384615384615386,2,2026-08-28T20:09:31.803525+00:00
28,2,Aston Villa,goalkeeper,50,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
29,2,Aston Villa,goalkeeper,45,0,0,0.46153846153846156,0.15789473684210525,0.17391304347826084,0.14546147978642257,0.6666666666666666,0.6666666666666666,0,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
